Seq;CPF;Nome;Sexo;DataNasc;CodReg;CodMunic;CategProf;AnosEstudo;AnosEmprego;Sal‡rio;Altura (cm);Peso (kg);Fuma (1=sim, 0=n‹o)
289;366503393-42;Ivo Mendes Sasaky;M;12/01/80;100;101;B;12;7;1.875;174;81;0
290;491179996-00;Anna Zarin Werneck;F;30/10/48;100;101;D;14;25;6.060;177;70;0
291;616913948-07;Hugo Pereira;M;26/10/79;100;101;B;12;2;2.180;180;87;1
292;548033045-48;Vera B. Weltsel;F;09/05/59;100;101;A;4;17;1.136;146;72;0
293;105051221-97;Heitor Fonseca;M;26/05/54;100;101;B;12;22;2.252;165;97;1
294;199717022-15;Jairo M. Santos;Masc.;06/09/61;100;101;D;12;9;5.041;188;89;1
295;028992734-00;Clotilde D. Rigoni;Fem.;17/02/73;100;101;B;12;5;2.177;167;62;0
296;523575730-07;Cleide Pinheiro Faraggi;F;19/03/57;100;101;C;18;12;6.285;148;54;1
297;596830485-52;Josué A. Gruginsky;M;16/08/78;100;101;C;16;8;7.719;175;76;0
298;017657583-94;Rogério Reis;M;08/12/61;100;101;C;16;11;8.461;186;77;1
299;718417201-94;Márcia Cruz Angelini;F;07/03/85;100;101;B;12;0;2.035;156;54;0
300;227112786-62;Aurélio Ferraz;Masc.;01/10/80;100;101;A;4;7;923;176;91;1
301;448399575-84;Ivo R. Yamamoto;M;23/02/60;100;101;D;12;19;6.145;192;85;1
302;521815476-88;Madalena A. Trentti;F;10/12/75;100;101;C;16;7;7.178;151;62;0
303;396993207-61;Eunice T. Sasaky;F;27/05/64;100;101;B;12;19;2.222;145;64;1
304;885749434-95;Doralice Guimarães;F;10/06/84;100;101;A;5;1;981;170;59;0
305;800977328-00;Carina Aguiar Uema;F;14/12/59;100;101;C;18;18;7.501;165;76;1
306;070640273-13;Regina Rodrigues Angelini;F;15/12/70;100;101;A;4;15;1.161;153;64;0
307;823537622-98;Cleide S. Werneck;F;19/06/68;100;101;A;6;12;1.074;174;71;0
308;243875424-97;Felipe Almeida Leite;Masc.;11/12/80;100;101;B;13;4;2.029;178;83;0
309;831336714-80;Lúcia M. Verdinn;F;26/08/70;100;101;A;4;6;996;153;76;0
310;859448626-02;Mirtes Haddad Ferraz;F;24/09/69;100;101;C;16;5;8.360;152;62;1
311;343438990-39;Cícero Iawata Weltsel;M;15/12/66;100;101;A;4;13;1.189;163;70;0
312;328492796-41;Ivonete Castro Sasaky;F;10/04/66;100;101;B;12;10;2.142;163;59;0
313;415786406-95;Cristiano M. Melo;M;20/10/70;100;101;B;12;13;2.378;182;87;0
314;366039438-67;Gilberto R. Novaes;M;13/01/69;100;101;D;12;15;5.767;188;75;0
315;027818152-09;Eunice M. Barbosa;Fem.;30/03/56;100;101;C;17;10;8.507;159;76;0
316;805252529-24;Ricardo Camargo;M;03/02/70;100;101;D;15;12;5.220;190;81;0
317;098776049-14;Kátia Ledesma;F;23/04/66;100;101;C;16;18;6.753;144;58;0
318;592377447-06;Ivonete H. Leal;F;10/07/51;100;101;B;15;13;2.346;154;54;0
319;237080304-51;João V. Moraes;Masc.;22/04/68;100;101;A;4;12;1.158;162;89;1
320;670172052-86;Cícero M. Furkin;M;21/02/57;100;101;C;17;16;7.372;177;85;1
321;315322342-44;Marlene M. Gruginsky;F;20/11/75;100;101;A;5;10;1.075;163;63;0
322;811017865-07;Alberto Lima Zarin;M;23/09/67;100;101;D;12;17;6.961;189;85;1
323;899476451-85;Cláudia N. Ledesma;F;04/08/68;100;101;A;5;11;1.035;166;79;1
324;142440023-67;Samuel Pitanga;Masc.;05/06/73;100;101;C;18;9;8.299;176;68;0
325;606545252-18;Olívia Santos;F;09/01/84;100;101;A;4;5;1.048;152;66;1
326;565112056-49;Ricardo Uema Faraggi;M;25/02/60;100;101;A;4;0;964;174;76;1
327;282458634-67;Amélia Sá;F;31/01/67;100;101;A;4;17;1.201;169;72;0
328;687259652-04;Jorge A. Medeiros;M;30/04/83;100;101;D;12;0;4.797;181;73;1
329;753959997-95;Izabel A. Teixeira;F;13/08/54;100;101;D;13;15;5.776;177;71;0
330;265067060-66;Betânia Maia Ferraz;F;11/06/63;100;101;A;8;20;1.235;160;83;1
331;344841239-24;Fabiana Silva;F;27/12/66;100;101;A;4;12;1.146;162;83;1
332;275140904-01;Valter Costa Ramos;Masc.;21/11/65;100;101;D;12;0;4.835;182;72;0
333;047182024-50;Joana Maia;Fem.;03/07/73;100;101;C;16;10;7.008;147;58;0
334;183341985-58;Ênio L. Mota;Masc.;13/02/66;100;101;C;16;11;7.565;169;63;0
335;235343552-10;Diógenes Gonçalves Costa;Masc.;25/05/73;100;101;A;4;6;1.099;177;90;0
336;712427191-64;Benedito P. Cruz;M;22/01/62;100;101;A;4;20;1.233;188;95;1
337;069193580-77;Carlito Martins;M;23/02/72;100;101;B;13;14;2.450;179;74;0
338;260446838-77;Hugo T. Uema;Masc.;01/11/85;100;101;C;18;4;8.343;175;74;0
339;413273010-75;David Leal;M;02/10/74;100;101;D;14;12;5.200;190;75;0
340;584681514-67;Luis A. Longhini;M;09/01/74;100;101;E;19;8;2.807;182;87;1
341;306245748-14;Donizeti Oliveira;M;28/05/65;100;101;A;6;16;1.146;170;95;1
342;447703412-10;Ofélia M. Barbosa;F;16/10/70;100;101;C;21;14;7.508;166;47;0
343;400471097-93;Isabel L. Mancini Santos;F;24/04/66;100;101;E;16;16;3.242;172;72;0
344;152075557-07;Fabíola Arantes Fonseca;F;13/03/64;100;101;C;16;13;7.313;160;71;0
345;126612839-51;Dirceu Torelli Mancini;M;18/02/63;100;101;B;12;11;2.253;168;86;1
346;320365125-42;Simone Bayochi Faraggi;F;28/05/57;100;101;C;16;20;9.403;161;60;0
347;750386405-24;Fabiana R. Araújo;F;09/02/64;100;101;B;12;14;2.209;156;83;0
348;515748277-90;Silvana C. Trentti;M;14/10/68;100;101;A;5;9;1.120;141;85;0
349;832192202-31;Janaina M. Angelini;F;07/12/74;100;101;A;5;6;1.149;153;87;0
350;932238248-12;Ernesto S. Souza;M;06/03/58;100;101;A;4;14;1.213;183;80;1
351;825942339-19;Ofélia Lima;F;03/03/68;100;101;A;5;16;1.103;153;68;0
352;659252818-45;Walter F. Mancini;M;17/04/69;100;101;C;16;9;8.157;169;58;1
353;436202574-00;Fábio Nascimento Santana;M;28/04/63;100;101;B;12;13;2.262;175;59;1
354;226164204-06;Adalberto Almeida Ferraz;Masc.;01/12/70;100;101;A;4;0;1.099;188;108;0
355;998687992-28;Luis T. Pitanga;M;07/02/64;100;101;B;12;19;2.376;180;83;0
356;054492025-20;Fátima C. Arantes;F;19/02/56;100;101;A;4;14;1.199;158;68;1
357;483673850-47;Zélia M. Trentti;F;08/03/73;100;101;B;12;4;2.083;162;70;1
358;750312591-83;Cristiano Ferraz Queiroga;M;02/06/73;100;101;D;12;4;4.648;184;83;0
359;232434537-47;Gertrudes Novaes Mancini;F;26/08/80;100;101;A;7;8;953;159;64;1
360;664307438-02;Cristiano L. Toguchi;M;28/07/74;100;101;C;16;12;7.059;177;76;0
361;717441267-04;Vera V. Sampaio;F;04/09/64;100;101;A;4;19;1.169;163;69;1
362;707053819-78;Abigail O. Bayochi;F;08/09/65;100;101;A;4;11;1.090;170;77;1
363;098195808-70;Cláudia Bezerra;F;20/02/70;100;101;E;17;13;3.598;176;81;0
364;142808491-61;Otília Pitanga;F;17/09/50;100;101;A;4;22;1.279;149;72;0
365;535756011-00;Amélia N. Queiroga;F;23/09/79;100;101;A;6;5;1.078;154;68;0
366;657280955-26;Fábio R. Aguiar;M;23/06/52;100;101;C;16;0;7.874;177;78;0
367;538325021-22;Eufrásia Nascimento;F;24/09/72;100;101;B;12;14;2.093;163;61;1
368;606256636-40;Alcides D. Verdinn;M;03/06/65;100;101;B;17;13;2.121;178;79;0
369;921274562-89;Joaquim Aguiar;M;29/11/53;100;101;B;12;16;2.265;159;89;0
370;355336805-51;Esmeralda Uema;F;02/05/70;100;101;B;14;11;2.260;158;72;1
371;844188594-03;Almir Bezerra Holtz;M;22/12/77;100;101;C;16;8;8.833;180;72;0
372;029714667-01;Amélia V. Bezerra;Fem.;28/04/62;100;101;C;17;20;7.974;155;70;1
373;022688136-90;Tereza M. Ledesma;Fem.;28/05/71;100;101;B;12;6;2.126;170;73;0
374;584857456-12;Luis M. Duarte;M;29/09/64;100;101;C;21;12;5.546;168;75;0
375;413246292-74;Vera Leal Lima;F;01/09/61;100;101;B;12;13;2.316;159;65;0
376;284212755-26;Esmeralda F. Verdinn;F;28/03/67;100;101;A;4;14;1.135;157;75;1
377;145191426-10;Carmen Sá;F;02/11/65;100;101;A;4;11;1.035;172;76;0
378;641052467-63;Cícero Campos Pinto;M;26/08/70;100;101;A;4;12;1.128;162;80;0
379;973651631-86;Terezinha Seixas Novelli;F;09/08/62;100;101;C;22;13;8.309;164;59;0
380;836660201-00;Tereza Guimarães;F;22/11/72;100;101;C;16;4;7.116;167;67;1
381;649360416-88;Germano Seixas Zarin;M;19/02/73;100;101;A;4;9;1.082;158;81;0
382;375326533-07;Marcílio Pinto;M;23/07/55;100;101;D;12;21;6.116;193;90;1
383;322206763-58;Élida Maia;F;11/09/67;100;101;A;4;7;1.088;169;60;0
384;949366805-32;Juvenal Castro Vieira;M;28/11/75;100;101;A;4;8;998;166;78;1
385;803050800-08;José Medeiros;M;25/03/71;100;101;A;4;10;1.082;183;79;1
386;034136000-79;Damião Lourenço;M;22/01/69;100;101;A;4;6;1.012;159;84;1
387;532122949-06;Manoel S. Haddad;M;09/10/65;100;101;C;16;0;7.221;172;72;1
388;354986857-00;Valter S. Iawata;M;05/01/74;100;101;A;4;10;1.151;171;88;0
389;330855423-29;Fabíola Lima;F;08/12/64;100;101;B;12;12;2.025;163;76;1
390;793014868-81;Leonardo T. Mesquita;M;07/09/73;100;101;C;18;0;5.175;157;73;0
391;175852810-99;Miguel Coutinho;Masc.;07/05/69;100;101;D;12;10;5.875;186;92;1
392;981666277-95;Ivo Santos Faraggi;M;13/04/80;100;101;B;15;6;2.044;189;93;1
393;900358535-06;Luis L. Coutinho;M;01/12/52;100;101;B;15;27;2.683;178;89;1
394;198045643-78;Marina Gonçalves Angelini;F;26/03/72;100;101;D;12;10;4.785;183;66;0
395;395277021-35;Fabrício N. Pinto;M;24/09/78;100;101;A;4;7;1.058;166;79;1
396;799984402-03;Mauro Melo Gatty;M;30/09/71;100;101;D;12;5;5.401;199;75;1
397;650120335-07;Carolina Souza;F;05/03/67;100;101;A;7;11;1.149;160;68;1
398;981109348-20;Gilberto S. Kalil;M;30/06/76;100;101;D;12;11;4.639;181;87;0
399;069955626-07;Heleno M. Costa;M;14/01/63;100;101;A;4;14;1.139;164;83;0
400;741993839-30;Fernando L. Torelli;M;29/09/73;100;101;D;12;13;4.886;186;81;0
401;050814777-88;Gilberto Costa;M;19/12/79;100;101;D;12;7;5.927;194;82;1
402;011591559-17;Cícero Macieira Leal;M;25/08/72;100;101;C;16;14;6.975;183;72;0
403;005420624-37;José Leal;M;11/09/66;100;101;D;12;17;4.902;195;87;0
404;788749590-36;Sebastião R. Santana;M;18/12/68;100;101;B;12;11;2.049;160;73;1
405;935648606-90;Zélia Sampaio;F;23/05/65;100;101;B;12;8;2.132;158;82;1
406;903744876-34;Elza M. Morbick;F;16/05/73;100;101;C;16;10;7.990;148;68;0
407;377050613-84;Giovanna C. Macieira;F;10/07/59;100;101;D;12;17;6.143;170;66;1
408;009091278-08;Alexandre R. Cordeiro;M;20/09/80;100;101;A;7;7;1.068;175;96;1
409;541944996-03;Beatriz Reis;F;17/11/61;100;101;B;13;10;2.139;150;72;1
410;297828965-19;Dirceu P. Almeida;M;18/08/57;100;101;C;16;0;7.085;188;94;1
411;518311999-63;Juliana Sá Alves;F;09/02/76;100;101;C;18;12;7.809;158;57;0
412;361987904-44;Carlito Gatty Uema;M;13/05/69;100;101;A;4;6;1.097;177;96;1
413;477390957-96;Cantídio Santos Gonçalves;M;12/07/54;100;101;A;4;10;1.145;165;81;1
414;544829438-35;Janaina M. Furkin;F;26/02/62;100;101;D;13;14;6.014;163;63;0
415;459312295-31;Tatiana P. Campos;F;18/01/66;100;101;A;5;11;1.153;174;79;0
416;375215051-31;Tatiana R. Costa;F;23/05/72;100;101;E;16;14;3.604;166;69;0
417;413300091-93;Leonardo Santana Leal;M;05/06/61;100;101;A;4;20;1.243;173;105;0
418;862463365-66;Otília L. Rigoni;F;18/01/77;100;101;C;18;7;6.871;156;57;0
419;155299452-01;Donizeti Mota Mancini;Masc.;28/06/68;100;101;D;12;8;6.881;194;89;1
420;461740328-09;Mariane Cruz Moraes;F;01/03/69;100;101;C;19;0;6.261;158;73;1
421;009938536-84;Fátima W. Moraes;Fem.;17/10/56;100;101;A;4;24;1.186;159;66;0
422;283157286-01;Juscelino Pinheiro Aroeira;Masc.;27/06/77;100;101;A;4;3;1.084;165;78;1
423;033401695-94;Amaro M. Morita;M;17/07/75;100;101;D;12;7;5.303;184;85;0
424;844384716-64;Carina Loureiro;F;20/08/57;100;101;B;15;11;2.002;161;64;0
425;162913227-65;Amauri Bezerra;Masc.;17/05/66;100;101;B;12;17;2.390;162;74;1
426;826990037-00;Reinaldo Rosa Faraggi;M;27/06/73;100;101;B;12;8;2.252;180;81;0
427;511293932-08;Esmeralda A. Sampaio;F;04/01/61;100;101;C;19;10;6.789;166;54;0
428;696825767-09;Marcos Mota Medeiros;M;22/06/60;100;101;C;16;10;8.369;172;97;1
429;831792642-76;Geraldo Rodrigues;M;11/12/61;100;101;C;19;0;9.570;166;91;0
430;022071440-11;Adalberto Lourenço Iawata;M;08/09/73;100;101;C;17;8;9.534;161;72;1
431;831004681-20;Jairo A. Aramizoni;M;22/06/71;100;101;A;5;12;1.097;176;81;0
432;958801561-84;Otílio W. Leal;M;09/05/62;100;101;B;12;14;2.297;164;85;1
433;896413142-89;Romário Mota Nascimento;M;27/07/79;100;101;C;16;3;7.663;169;61;1
434;805227650-09;Regina G. Rigoni;F;19/10/78;100;101;D;14;10;5.511;175;68;0
435;228341440-79;Cristiano Duarte Haddad;Masc.;17/05/73;100;101;B;12;5;1.987;165;85;1
436;382482413-27;Helena S. Santos;F;10/08/76;100;101;B;13;5;2.191;165;70;0
437;656918362-18;Eunice Machado;F;11/06/69;100;101;B;15;8;2.240;159;86;0
438;102489821-09;Jorge C. Ferraz;M;20/12/66;100;101;C;16;16;11.345;173;82;1
439;916032321-33;Alberto C. Fozxy;M;31/01/67;100;101;D;12;12;4.700;174;84;1
440;041764060-97;Madalena Aguiar Longhini;Fem.;11/06/71;100;101;B;12;5;2.175;159;65;0
441;753296111-72;Almir Lemos Bezerra;M;21/08/65;100;101;C;18;17;7.977;172;74;0
442;750021492-86;Olga Sampaio Maia;F;27/01/62;100;101;B;13;16;2.589;161;78;1
443;052716756-88;Marcelo Ramos Mancini;M;29/04/78;100;101;D;12;6;3.906;182;80;0
444;846220400-34;Juvenal Moraes;M;26/04/81;100;101;A;5;2;1.024;156;91;1
445;620363662-28;Eva Pitanga Santana;F;05/12/69;100;101;B;12;9;2.131;163;86;1
446;337027382-90;Alcides Torelli Torres;M;02/08/60;100;101;B;12;21;2.321;158;73;1
447;670068295-93;Jorge Almeida Lourenço;M;06/09/73;100;101;C;18;8;7.433;171;77;0
448;808355266-66;Laércio M. Rodrigues;M;23/08/64;100;101;A;4;16;1.223;161;96;0
449;677647322-65;Terezinha Pitanga Leite;F;24/07/68;100;101;B;12;6;2.130;178;62;0
450;069082492-04;Carina Castro Mancini;F;25/07/75;100;101;C;16;9;8.175;155;58;0
451;546469733-08;Lomanto Aroeira Melo;M;09/02/65;100;101;C;17;11;9.584;158;67;1
452;587900913-02;Ofélia M. Costa;F;18/02/75;100;101;C;18;10;7.400;153;58;0
453;962626224-97;Priscilla Pinheiro Haddad;F;17/11/67;100;101;B;12;12;2.239;161;74;1
454;422798169-70;Anna Haddad Longhini;F;21/09/72;100;101;B;12;14;2.268;159;70;0
455;018304140-20;Carina Machado;Fem.;09/04/61;100;101;A;4;17;1.170;164;104;0
456;550294581-23;Luiz Gonçalves;M;07/02/65;100;101;D;12;7;6.693;177;84;1
457;935552435-86;Marli C. Souza;F;20/11/59;100;101;B;12;13;2.066;155;72;1
458;530838362-60;Diana Cunha Werneck;F;01/07/68;100;101;B;12;7;2.132;167;64;0
459;460419943-40;Miguel Bezerra;M;02/04/69;100;101;C;18;10;7.259;157;57;0
460;139830162-00;Zélia Vieira;F;07/09/67;100;101;C;20;11;8.387;151;63;0
461;540618514-46;Walter Zarin Soares;M;18/12/67;100;101;D;16;12;5.397;172;78;1
462;021053935-60;Lomanto Pontes;M;14/05/69;100;101;B;16;0;1.853;158;104;1
463;170230421-30;Eufrásio D. Santos;Masc.;06/12/73;100;101;D;12;6;5.185;184;73;0
464;503967760-00;Bento M. Nakano;M;24/05/67;100;101;C;16;12;7.586;180;78;0
465;535799652-40;Cícero Aroeira Araújo;M;06/03/64;100;101;D;14;10;4.219;189;91;1
466;993762698-61;Heleno O. Mesquita;M;21/12/67;100;101;B;15;7;2.140;168;85;0
467;376948627-77;Janaina M. Sasaky;F;03/06/50;100;101;A;4;14;1.161;162;90;1
468;626737528-54;Anna S. Pinto;F;26/05/64;100;101;B;13;7;2.239;154;57;0
469;026885038-04;Pedro Saldanha Yamamoto;M;30/05/74;100;101;C;16;10;8.164;167;73;0
470;107215785-35;Simone Alves;F;07/08/63;100;101;A;4;7;1.018;154;76;0
471;914995199-82;Mônica P. Almeida Souza;F;26/02/45;100;101;B;12;14;2.279;153;64;0
472;834128000-07;Marcos Trentti Nogueira;M;29/05/83;100;101;D;12;3;4.545;195;84;0
473;692964801-91;Marcondes P. Gatty;M;18/12/72;100;101;A;4;7;1.054;165;94;0
474;330178787-83;Isabel Nascimento;F;20/03/62;100;101;B;12;21;2.426;166;81;1
475;444922-05;Priscilla Zarin;F;01/05/61;100;101;C;18;12;9.472;156;63;0
476;087824042-08;Eduardo L. Arantes;M;29/09/69;100;101;A;9;16;1.142;179;82;0
477;811566951-20;Getúlio S. Novelli;M;12/03/69;100;101;A;4;10;1.064;178;98;1
478;578820371-68;Leonardo Araújo Ledesma;M;01/07/69;100;101;B;12;14;2.391;180;85;0
479;866465720-38;Américo Ledesma;M;31/08/79;100;101;A;9;9;1.032;172;98;0
480;993392296-30;Patrícia Arantes;F;23/10/71;100;101;B;12;0;2.033;166;79;1
481;974292626-35;Marcílio Arantes Torelli;M;20/04/76;100;101;A;4;3;1.005;183;81;0
482;042013444-10;Juvenal L. Warwasky;M;12/05/52;100;101;D;12;22;5.535;171;77;1
483;209107759-31;Marcondes Y. Marques;Masc.;06/05/66;100;101;B;12;18;2.701;168;73;1
484;793678411-08;Mauro S. Aramizoni;M;04/08/65;100;101;B;16;13;2.452;165;82;0
485;185557917-07;Carla C. Ledesma;F;27/07/64;100;101;A;4;19;1.163;157;67;1
486;967982543-49;Adalberto Martins;M;13/02/71;100;101;C;16;11;7.139;168;78;1
487;688413138-11;Débora Seixas Angelini;F;15/09/70;100;101;A;6;8;1.133;164;77;1
488;868325579-49;Elizabeth C. Aramizoni;F;14/12/76;100;101;B;12;6;2.395;170;56;0
489;327309539-30;Neide M. Andrade;F;19/06/63;100;101;A;4;11;1.154;151;81;1
490;908112500-16;Mauro Alves;M;01/07/67;100;101;B;12;13;2.154;177;80;1
491;820848981-61;Berenice Pitanga;F;16/10/74;100;101;B;13;4;2.126;156;69;1
492;916452031-58;Viviane M. Rodrigues;F;29/09/69;100;101;C;16;13;7.681;156;62;1
493;682832962-72;Madalena P. Furkin;F;21/01/67;100;101;B;14;8;2.155;157;72;0
494;007422460-35;Eufrásio Vieira Lopes;M;09/07/62;100;101;C;19;12;7.410;160;86;0
495;033778611-90;Joana P. Lourenço;Fem.;06/06/68;100;101;A;4;0;1.004;170;69;1
496;979868277-77;Heleno L. Alves;M;02/10/75;100;101;A;4;0;1.068;166;85;1
497;819345828-16;Miguel Alves Warwasky;M;09/06/60;100;101;C;18;22;8.096;161;71;1
498;253080239-48;Débora M. Mancini;F;16/10/71;100;101;B;12;5;2.233;154;68;0
499;745961355-09;Eleno Barbosa Uema;M;16/12/70;100;101;E;16;10;3.153;168;86;1
500;813362905-52;Ricardo P. Souza;M;02/03/48;100;101;C;18;20;8.171;173;74;1
501;890468096-41;Eliana Arantes Seixas;F;14/02/77;100;101;C;22;5;4.930;170;51;0
502;842265430-09;Geraldo Lopes;M;27/01/81;100;101;D;14;8;5.216;183;71;0
503;009794637-00;Teresa C. Mancini;Fem.;10/12/67;100;101;C;16;0;7.225;151;79;0
504;285055441-37;Roberto O. Verdinn;Masc.;29/12/73;100;101;C;16;4;7.808;158;56;0
505;452452570-09;Valter T. Iawata;M;12/03/72;100;101;C;17;13;9.094;175;81;0
506;740048066-90;Olga Novaes Warwasky;F;13/06/82;100;101;B;13;5;2.172;164;62;0
507;207540940-49;Cantídio Cordeiro Medeiros;Masc.;14/06/65;100;101;C;16;12;8.415;169;86;0
508;959828970-27;Carla S. Torelli;F;14/02/62;100;101;C;22;18;10.168;145;52;0
509;826267199-60;Francisco C. Macieira;M;11/01/53;100;101;B;12;24;2.278;164;83;0
510;368417821-78;Josué A. Nakano;M;17/07/72;100;101;A;4;10;1.128;163;84;0
511;487447995-27;Vânia S. Bayochi;F;25/03/63;100;101;A;4;16;1.124;164;65;1
512;319560856-10;Giovanna M. Santana;F;09/07/61;100;101;A;5;21;1.244;168;92;0
513;602548677-82;Fernanda F. Cunha;F;30/10/70;100;101;A;7;14;1.279;171;74;0
514;026703560-87;Fabiana Maia;Fem.;06/02/64;100;101;D;12;0;4.761;178;62;0
515;662497535-08;Gino Machado Lopes;M;17/05/75;100;101;A;9;5;1.030;163;72;0
516;257982364-63;Heitor Barros;Masc.;24/07/64;100;101;A;4;16;1.155;172;80;1
517;459644483-80;Fabiano Lemos;M;22/03/72;100;101;C;16;13;7.452;165;61;1
518;214059507-65;Carmen C. Silva;F;24/06/52;100;101;A;4;25;1.184;156;58;0
519;430815691-25;Otílio P. Toguchi;M;06/12/54;100;101;D;12;19;5.940;191;93;0
520;307094697-64;João Maia Sasaky;M;09/12/68;100;101;D;12;6;4.980;184;86;0
521;196726615-84;Fábia I. Ramos;F;31/08/77;100;101;E;16;7;939;166;63;0
522;618541218-71;Giovanna B. Holtz;F;12/10/55;100;101;A;4;20;1.148;158;71;0
523;675986477-80;Américo L. Trentti;M;29/07/65;100;101;A;5;15;1.076;170;98;1
524;268435111-20;Marília R. Zarin;F;25/05/67;100;101;B;13;6;2.037;156;72;1
525;513092893-87;Silvana M. Heckmann;F;09/11/67;100;101;B;12;9;2.207;159;69;1
526;502839663-94;Márcia S. Pereira;F;29/06/73;100;101;B;13;0;1.929;152;84;0
527;649963157-41;Silvana Castro Bayochi;F;10/07/52;100;101;A;4;26;1.282;173;78;1
528;130697093-89;Germano R. Faraggi;M;19/02/71;100;101;B;12;11;2.196;183;81;1
529;115355267-18;Ricardo Aguiar Campos;M;25/07/59;100;101;C;16;9;9.447;165;77;0
530;569023187-86;Otília L. Sá;F;10/11/72;100;101;C;16;6;8.456;158;64;1
531;646804979-20;Luciano R. Longhini;M;08/05/66;100;101;D;15;7;5.639;191;87;0
532;079233563-51;Débora Soares Furkin;F;07/05/56;100;101;A;8;13;1.122;156;75;0
533;424801482-38;Lúcia P. Melo;F;18/10/69;100;101;B;12;14;2.028;157;61;0
534;446422223-40;Cláudio S. Verdinn;M;16/11/70;100;101;D;15;14;5.836;191;86;1
535;500174301-00;Luis Zarin Sasaky;M;15/07/69;100;101;C;16;13;8.286;184;68;0
536;528694146-09;Alexandre R. Aguiar;M;21/11/61;100;101;A;4;0;1.001;165;79;0
537;989305243-20;Abílio Pinto;M;02/10/67;100;101;A;7;7;1.139;189;92;1
538;804850727-77;Olga O. Pereira;F;03/03/73;100;101;C;16;0;9.094;161;70;1
539;075197421-80;Zuleica Mendes Nakano;F;19/06/68;100;101;C;16;16;8.671;175;78;0
540;669242097-00;Fabiano Teixeira;M;20/05/73;100;101;B;14;14;2.205;176;67;0
541;284405697-00;Teutônio R. Verdinn;Masc.;12/11/69;100;101;D;12;15;4.756;174;80;0
542;255932809-75;Diana G. Furkin;F;10/07/75;100;101;B;13;7;2.135;169;63;0
543;570948821-65;Betânia Aroeira;F;12/11/71;100;101;B;12;12;2.015;175;66;0
544;815877545-41;Anna Medeiros Almeida;F;08/06/72;100;101;A;6;14;1.130;156;69;0
545;684832926-61;Fabiano W. Bayochi;M;02/03/72;100;101;D;12;9;6.694;187;78;1
546;606812891-12;Mirtes Martins;F;09/07/64;100;101;B;12;12;2.402;152;70;0
547;050397037-91;Jânio G. Toguchi;M;10/09/65;100;101;B;13;14;2.505;185;83;0
548;794932179-22;Juvenal L. Pereira;M;22/09/60;100;101;C;18;12;4.995;170;70;1
549;086146136-36;Renato L. Miranda;M;14/07/61;100;101;A;5;18;1.128;182;78;1
550;615519400-94;Rui C. Angelini;M;30/05/58;100;101;B;12;22;2.168;173;84;0
551;306023453-16;Elza Barbosa;F;28/10/60;100;101;A;4;17;1.133;159;57;0
552;345140932-11;Clarice A. Sasaky;F;11/12/71;100;101;B;12;9;2.191;160;71;1
553;127045191-02;Hugo Vieira;M;02/03/60;100;101;A;6;20;1.232;158;96;1
554;346906184-02;Luis Mendes Longhini;M;19/06/85;100;101;B;12;1;1.949;173;61;1
555;239018285-24;Gervásio Oliveira Sasaky;Masc.;08/12/65;100;101;D;12;18;7.045;198;86;0
556;236786808-52;Eustáquio L. Seixas;Masc.;19/06/54;100;101;D;12;16;5.702;198;96;0
557;180354549-60;Carina Mota;F;28/07/81;100;101;C;16;6;7.634;158;62;0
558;655304183-09;Jorge Alves Oliveira;M;09/05/74;100;101;B;12;12;2.172;158;90;1
559;791030880-90;Romário Sampaio Silva;M;07/07/71;100;101;B;12;10;2.390;175;69;0
560;185635274-95;Rogério A. Campos;Masc.;10/07/82;100;101;A;5;1;966;164;100;0
561;786683731-70;Ivo Fonseca Yamamoto;M;07/08/67;100;101;D;13;0;5.347;196;78;0
562;854522962-39;Almir Duarte Costa;M;26/01/72;100;101;B;12;6;2.041;270;96;0
563;373449296-35;Eduardo T. Melo;M;07/06/58;100;101;B;14;9;2.089;178;100;1
564;883541550-05;Melissa Sá;F;12/01/70;100;101;E;16;13;3.124;162;62;0
565;471192852-97;Marcílio Medeiros Sampaio;M;17/07/79;100;101;B;12;7;2.242;186;79;1
566;478866968-40;Donizeti S. Zarin;M;18/07/75;100;101;C;17;10;7.741;179;76;0
567;574283279-62;Dirceu Maia;M;24/10/62;100;101;B;12;15;2.557;178;92;0
568;016495142-39;Francisco Camargo;M;06/09/66;100;101;C;20;6;6.561;191;68;0
569;942591579-22;Marco S. Lopes;M;07/07/72;100;101;D;13;7;4.801;198;85;1
570;170721848-05;Marciano Soares Weltsel;Masc.;14/05/59;100;101;B;12;17;2.177;163;91;1
571;263080241-80;Luciana Barbosa Marques;F;21/06/54;100;101;B;12;22;2.513;153;69;1
572;885661873-77;Suzana Barros Torres;F;09/11/79;100;101;A;4;5;956;163;89;0
573;395566420-13;Teresa L. Santos;F;21/08/65;100;101;A;4;9;1.048;163;73;1
574;112193175-86;Cantídio Barros;M;18/07/80;100;101;D;12;7;5.920;186;79;0
575;313903530-60;Damião Moura Gomes;M;16/12/65;100;101;A;4;16;1.126;183;97;0
576;814779788-52;Fátima A. Santana;F;13/05/76;100;101;B;12;11;2.206;167;60;0
577;393910908-85;Terezinha M. Medeiros;F;13/02/73;100;101;A;5;13;1.141;166;84;1
578;087589336-89;Eduardo Pinheiro Iawata;M;29/09/63;100;101;B;13;18;2.580;159;88;0
579;606281793-67;Elza Bezerra;F;14/07/65;100;101;D;15;13;6.471;178;63;0
